Transaction,Type,Sender public key,Sender address,Recipient public key,Recipient address,Value,Token,Date&Time,Price $,SOON
2d7fb62a1a6c42d1fb250ff4fb40ceb78c849b95639752a5ba246c3e9c040512,receive,0,0:e0ba3bfc0748e7db5283c50be2328e752c6741b24b8e45518b67c43b4aa5d523,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,106,USDT,1639860015000,"1,1","96,3636"
be2fa40124b8e8056eb3abfb0e13c6b297b60ac2f4aae8067fda6d512a26c633,receive,0,0:d013df48b33ff5479357b651499846eda4db2a3bac3d1926def3693403192d59,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,11,USDT,1639855419000,,"10,0000"
19654b8ef678dfa7b89973cd7fc4caa2da7fe7057e773f30d4a738b3220477dc,receive,0,0:52b7d5ba0c1ae5baaa57dd6c12ecd65f5621b9471c44431d69467fa9cbc82558,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,"28,331353",USDT,1639825011000,,"25,7558"
73a8aa35d5359d975abdd09b1d5753decd35a1e5dd95a847c41a06c4aaa15a09,receive,0,0:2709ad22f0dd7bd47369f9f5557ff40591cdcb63d34f7a2e00b9ffcc53a05477,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,2082,USDT,1639822688000,,"1892,7273"
c336d0daa1e5acc2dbb7e521a4d37f79382fd9e839824a8b054384acbbc037a0,receive,0,0:52b7d5ba0c1ae5baaa57dd6c12ecd65f5621b9471c44431d69467fa9cbc82558,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,"120,910209",USDT,1639822314000,,"109,9184"
,,,Итого:,,,"2348,241562",USDT,,,"2134,7651"
